address,PIM,WMC,DIT,NOC,CBO,RFC,bug
apache.velocity.context.InternalContextAdapterImpl,20.0,21.0,2.0,0.0,7.0,41.0,4.0
apache.velocity.context.InternalContextBase,12.0,13.0,2.0,1.0,8.0,23.0,2.0
apache.velocity.util.introspection.IntrospectionCacheData,0.0,1.0,2.0,0.0,2.0,2.0,0.0
apache.velocity.util.introspection.Introspector,2.0,4.0,3.0,1.0,10.0,17.0,3.0
apache.velocity.util.introspection.IntrospectorBase,4.0,9.0,2.0,1.0,9.0,18.0,3.0
apache.velocity.util.introspection.IntrospectorCacheImpl,5.0,6.0,2.0,0.0,12.0,26.0,2.0
apache.velocity.runtime.parser.JJTParserState,0.0,12.0,2.0,0.0,5.0,28.0,1.0
apache.velocity.runtime.log.JdkLogChute,4.0,6.0,2.0,0.0,8.0,19.0,3.0
apache.velocity.runtime.directive.Literal,3.0,5.0,3.0,0.0,6.0,10.0,0.0
apache.velocity.runtime.log.Log,15.0,21.0,2.0,2.0,6.0,32.0,4.0
apache.velocity.runtime.log.Log4JLogChute,5.0,9.0,2.0,1.0,19.0,54.0,3.0
apache.velocity.runtime.log.Log4JLogSystem,6.0,2.0,3.0,0.0,3.0,4.0,0.0
apache.velocity.runtime.log.LogChuteSystem,4.0,5.0,2.0,0.0,6.0,9.0,1.0
apache.velocity.runtime.log.LogDisplayWrapper,25.0,16.0,3.0,0.0,5.0,27.0,1.0
apache.velocity.runtime.log.LogManager,1.0,3.0,2.0,0.0,18.0,33.0,2.0
apache.velocity.runtime.directive.Macro,5.0,10.0,3.0,0.0,16.0,42.0,3.0
apache.velocity.runtime.directive.MacroParseException,3.0,6.0,3.0,0.0,5.0,18.0,2.0
apache.velocity.exception.MethodInvocationException,8.0,8.0,3.0,0.0,5.0,15.0,2.0
apache.velocity.util.introspection.MethodMap,3.0,11.0,2.0,0.0,21.0,45.0,4.0
apache.velocity.anakia.NodeList,29.0,37.0,2.0,0.0,28.0,96.0,0.0
apache.velocity.runtime.visitor.NodeViewMode,3.0,43.0,3.0,0.0,8.0,54.0,1.0
apache.velocity.runtime.log.NullLogChute,4.0,5.0,2.0,1.0,4.0,6.0,1.0
apache.velocity.runtime.log.NullLogSystem,5.0,2.0,3.0,0.0,3.0,3.0,0.0
apache.velocity.anakia.OutputWrapper,1.0,3.0,2.0,0.0,4.0,8.0,0.0
apache.velocity.runtime.directive.Parse,4.0,4.0,4.0,0.0,17.0,31.0,3.0
apache.velocity.exception.ParseErrorException,5.0,9.0,3.0,0.0,6.0,19.0,1.0
apache.velocity.runtime.parser.ParseException,1.0,5.0,2.0,2.0,7.0,19.0,0.0
apache.velocity.runtime.parser.Parser,47.0,152.0,2.0,0.0,70.0,385.0,10.0
apache.velocity.runtime.ParserPoolImpl,3.0,4.0,2.0,0.0,8.0,17.0,2.0
apache.velocity.runtime.parser.ParserTokenManager,8.0,90.0,2.0,0.0,15.0,206.0,5.0
apache.velocity.runtime.log.PrimordialLogSystem,7.0,3.0,3.0,0.0,4.0,7.0,0.0
apache.velocity.texen.util.PropertiesUtil,1.0,4.0,2.0,0.0,13.0,27.0,0.0
apache.velocity.exception.ResourceNotFoundException,1.0,3.0,3.0,0.0,2.0,6.0,1.0
apache.velocity.runtime.Runtime,29.0,30.0,2.0,0.0,8.0,60.0,2.0
apache.velocity.runtime.RuntimeInstance,37.0,49.0,2.0,0.0,45.0,152.0,8.0
apache.velocity.runtime.log.RuntimeLoggerLog,1.0,20.0,3.0,0.0,5.0,29.0,1.0
apache.velocity.runtime.RuntimeSingleton,37.0,39.0,2.0,0.0,9.0,77.0,3.0
apache.velocity.util.introspection.SecureIntrospectorImpl,3.0,4.0,4.0,0.0,10.0,23.0,2.0
apache.velocity.util.introspection.SecureUberspector,6.0,4.0,3.0,0.0,12.0,16.0,1.0
apache.velocity.runtime.log.SimpleLog4JLogSystem,3.0,6.0,2.0,0.0,15.0,33.0,0.0
apache.velocity.util.SimplePool,3.0,5.0,2.0,0.0,2.0,6.0,0.0
apache.velocity.util.StringUtils,22.0,24.0,2.0,0.0,17.0,80.0,1.0
apache.velocity.runtime.log.SystemLogChute,8.0,11.0,2.0,0.0,9.0,25.0,2.0
apache.velocity.Template,17.0,4.0,3.0,0.0,19.0,26.0,4.0
apache.velocity.exception.TemplateInitException,4.0,5.0,3.0,0.0,3.0,7.0,1.0
apache.velocity.runtime.parser.TemplateParseException,3.0,9.0,3.0,0.0,5.0,23.0,2.0
apache.velocity.texen.ant.TexenTask,19.0,22.0,2.0,0.0,31.0,87.0,0.0
apache.velocity.runtime.parser.Token,2.0,3.0,2.0,0.0,2.0,5.0,0.0
apache.velocity.runtime.parser.TokenMgrError,1.0,6.0,2.0,0.0,5.0,22.0,0.0
apache.velocity.anakia.TreeWalker,1.0,3.0,2.0,0.0,8.0,12.0,0.0
apache.velocity.util.introspection.UberspectImpl,7.0,8.0,2.0,1.0,28.0,38.0,9.0
apache.velocity.io.UnicodeInputStream,11.0,18.0,2.0,0.0,8.0,41.0,1.0
apache.velocity.context.VMContext,21.0,23.0,2.0,0.0,8.0,53.0,5.0
apache.velocity.runtime.directive.VMProxyArg,8.0,11.0,2.0,0.0,21.0,46.0,2.0
apache.velocity.runtime.visitor.VMReferenceMungeVisitor,42.0,2.0,3.0,0.0,5.0,8.0,2.0
apache.velocity.runtime.VelocimacroFactory,5.0,13.0,2.0,0.0,17.0,59.0,7.0
apache.velocity.runtime.VelocimacroManager,7.0,14.0,2.0,0.0,5.0,30.0,5.0
apache.velocity.runtime.directive.VelocimacroProxy,10.0,15.0,3.0,0.0,24.0,55.0,8.0
apache.velocity.app.Velocity,24.0,25.0,2.0,0.0,22.0,70.0,2.0
apache.velocity.runtime.parser.VelocityCharStream,17.0,24.0,2.0,0.0,11.0,45.0,3.0
apache.velocity.VelocityContext,19.0,10.0,4.0,0.0,8.0,21.0,0.0
apache.velocity.app.VelocityEngine,25.0,28.0,2.0,0.0,21.0,73.0,3.0
apache.velocity.exception.VelocityException,1.0,4.0,2.0,4.0,3.0,7.0,1.0
apache.velocity.app.tools.VelocityFormatter,17.0,18.0,2.0,0.0,10.0,39.0,0.0
apache.velocity.runtime.log.VelocityFormatter,0.0,2.0,2.0,0.0,3.0,5.0,0.0
apache.velocity.servlet.VelocityServlet,5.0,18.0,2.0,0.0,26.0,73.0,0.0
apache.velocity.io.VelocityWriter,12.0,19.0,2.0,0.0,6.0,38.0,0.0
apache.velocity.convert.WebMacro,3.0,10.0,2.0,0.0,14.0,48.0,0.0
apache.velocity.anakia.XPathCache,0.0,3.0,2.0,0.0,5.0,8.0,0.0
apache.velocity.anakia.XPathTool,3.0,4.0,2.0,0.0,5.0,10.0,0.0
